Id,TargetWord,Meaning,TargetLanguageId,MeaningLanguageId,NextReviewDate,hasOrdNetMeaning,hasSound,IsAmbiguous,NofSpace,WrittenByMe,IsMovieSubtitle,StartTime,EndTime,MovieName,UserId
1292,bøvse,burp,1,2,2016-01-24 17:09:49.683,NULL,NULL,1,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1293,boligvisning,housing view,1,2,2016-01-24 17:10:13.957,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1294,boligen er reserveret,home is reserved,1,2,2016-01-25 17:33:05.040,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1295,bakke,tray,1,2,2016-01-25 17:35:09.133,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1296,andel,share,1,2,2016-01-25 17:35:11.957,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1297,adgangskode,password,1,2,2016-01-25 17:35:21.677,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1298,av  for satan,Oh  damn,1,2,2016-01-25 17:35:42.223,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1299,enhver kan se at den er mindre,Anyone can see that it is less,1,2,2016-01-25 18:04:03.650,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1300,min bold er større en svends   nej,My ball is bigger Svends   No,1,2,2016-01-25 18:04:38.717,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1301,den bliver kastet når han slipper sin,It is thrown when he releases his,1,2,2016-01-25 18:05:08.347,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1302,du må kaste dem  ellers kan du joikke spille  kast dog din  svend,you must throw them  otherwise you wellnot play  Throw thy  Svend,1,2,2016-01-25 18:05:32.770,NULL,NULL,1,15,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1305,det gør jeg ikke  din idiot jeg har min egen,I do not  you idiot I have my own,1,2,2016-01-25 20:32:49.233,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1306,kast nu  eigil, roll now  Eigil,1,2,2016-01-25 20:32:57.373,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1307,mage, comfortably,1,2,2016-01-25 20:38:41.333,NULL,NULL,1,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1308,har man aldrigkendt mage  bjarne,  Have you neverknown mate Bjarne     ,1,2,2016-01-25 20:55:43.757,NULL,NULL,1,5,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1309,ja  vi finder ud af det  eigil, Yes  we find it  Eigil ,1,2,2016-01-25 20:55:55.377,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1310,de blev bange for grisen, They were afraid of the pig,1,2,2016-01-25 20:56:13.223,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1311,man måtte ikke kommemed op i bussen,You had not comewith up the bus,1,2,2016-01-25 20:59:02.037,NULL,NULL,1,6,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1312,den er god  jeg tror ikke at kødet er så lækkert,  It is good  I do not thinkthe meat is so delicious  ,1,2,2016-01-25 21:00:03.563,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1313,det er den bedste marinade jeg nogensinde har smagt,It is the best marinadeI have ever tasted,1,2,2016-01-25 21:23:20.470,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1314,hvis det ikke var kød  du solgte hvad var det så,  If it was not meat  you sold what was it  ,1,2,2016-01-25 21:23:45.833,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1315,grundigt, carefully,1,2,2016-01-25 21:23:57.710,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1316,nå  men vi har da tjekket grundigtop  det er da altid godt nok,Well  we have since checked thoroughlyup  It is then always good enough,1,2,2016-01-25 21:32:06.090,NULL,NULL,NULL,14,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1317,overalt,everywhere,1,2,2016-01-25 21:32:37.490,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1318,jeg kan ikke finde andet end noglejoints  men dem finder man overalt,I can not find anything other than somejoints  But those are everywhere,1,2,2016-01-25 21:32:47.270,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1319,det kan da ikke passe, It can not be right,1,2,2016-01-25 21:33:00.617,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1320,det er kyllinge flleter i marinade, It is chicken in the marinade flleter,1,2,2016-01-25 21:33:19.733,NULL,NULL,1,5,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1321,en gang imellem,occasionally once in a while,1,2,2016-01-25 21:33:31.650,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1323,det gør de en gang imellem, They do occasionally ,1,2,2016-01-25 21:33:38.477,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1324,det skal du ikke tage dig af, It do not take care of ,1,2,2016-01-25 21:34:49.517,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1326,nej  det er der ikke for du drømmer alle om,  No  it is not For you all dream about   ,1,2,2016-01-25 21:36:35.680,NULL,NULL,1,10,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1327,succes,successful success,1,2,2016-01-25 21:36:38.337,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1328,fortjene,deserve,1,2,2016-01-25 21:36:40.590,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1330,men er der bare én af jer, But there s just one of you,1,2,2016-01-25 21:37:03.487,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1331,det her er bjarne og han har intet med det at gøre,This is Bjarne And he has nothing to do with it,1,2,2016-01-25 21:37:04.137,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1333,det er da muligt  at jeg er skyldig,it is then possible that I am guilty,1,2,2016-01-25 21:37:30.080,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1334,men sket er sket,but done is done,1,2,2016-01-25 21:37:38.900,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1336,maskineriet, machinery,1,2,2016-01-25 22:16:43.303,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1338,hvad foregår der her, what is going on here,1,2,2016-01-25 22:18:08.033,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1339,hvad forgår der, what s going on,1,2,2016-01-25 22:18:10.277,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1340,hvor er køen,where is the queue,1,2,2016-01-25 22:19:01.507,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1341,anmeldelse,Review,1,2,2016-01-25 22:19:23.070,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1342,autoriseret,Authorized,1,2,2016-01-25 22:19:32.293,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1343,uatoriseret,unauthorized,1,2,2016-01-25 22:19:59.977,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1347,det ved jeg sgu ikke, I know damn not,1,2,2016-01-25 22:21:06.053,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1348,i er færdige,you are finished,1,2,2016-01-25 22:21:38.097,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1350,overtager,has gone,1,2,2016-01-25 22:22:09.373,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1351,tak  så overtager jeg herfra,thank you  so I will take over from here,1,2,2016-01-25 22:23:22.713,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1352,levnedsmiddel,food,1,2,2016-01-25 22:23:50.730,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1353,det er levnedsmiddel kontrollen,it is food control,1,2,2016-01-25 22:24:11.730,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1354,jeg må bede alle gå, I must ask all go,1,2,2016-01-25 22:24:34.380,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1355,jeg har måske noget andet kød,I may have no other meat,1,2,2016-01-26 18:35:50.993,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1361,jeg går nu,I go now,1,2,2016-01-26 20:11:01.400,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1362,hold dig fra mig, stay away from me,1,2,2016-01-26 20:11:10.630,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1363,hvad fanden      er i sindssyge, what the hell      is insane ,1,2,2016-01-26 20:11:18.687,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1366,det er lige meget,it does not matter,1,2,2016-01-28 15:37:45.493,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1367,nej  jeg troede bare  at, no  I just thought that,1,2,2016-01-28 15:38:06.257,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1368,for din fod,at your feet,1,2,2016-01-28 15:38:14.230,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1369,hvad mere kan man ønske sig,what more could you want,1,2,2016-01-28 15:39:40.707,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1370,alene med en yndig pige,alone with an adorable girl,1,2,2016-01-28 15:44:01.570,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1371,hun er faktisk taget ind til din butik i aften,she is actually taken into your shop tonight,1,2,2016-01-28 15:45:34.637,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1372,sandsynlig,likely,1,2,2016-01-28 15:57:03.100,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1374,jo det gjorde jeg,Yes  I did,1,2,2016-01-28 15:57:25.880,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1375,eigil er sygeligt besat af dyr, Eigil is morbidly obsessed with animals,1,2,2016-01-28 16:01:23.353,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1376,besat,occupied,1,2,2016-03-31 23:52:17.347,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1378,savner,MISS,1,2,2016-02-24 19:01:32.753,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1379,savn,NEED,1,2,2016-01-28 16:02:42.513,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1380,ja men han savner dig, yes but he misses you,1,2,2016-01-28 16:03:25.197,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1381,er det fordi du har taget et lån på hans arv, it is because you have taken out a loan on his legacy,1,2,2016-01-28 16:03:48.393,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1382,bedt,asked,1,2,2016-01-28 16:05:39.933,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1383,havde du ikke bedt os slukke for respiratoren, had you not asked us to turn off the ventilator,1,2,2016-01-28 16:05:46.090,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1384,åbenbart,manifestly,1,2,2016-01-28 16:05:55.180,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1385,jeg gider ikke taler om det,I do not want to talk about it,1,2,2016-01-28 16:06:06.313,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1386,du skulle til psykolog, you were a psychologist,1,2,2016-01-28 16:06:21.883,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1387,få en sludder med ham,have a chat with him,1,2,2016-01-28 16:06:44.437,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1388,skeletter, skeletons,1,2,2016-01-28 16:07:32.183,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1389,udfordringer,challenges,1,2,2016-01-28 16:07:46.650,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1390,udfordring, challenge,1,2,2016-01-28 16:07:49.453,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1391,vil du stå bag danskernes digitale hverdag, Will you stand behind the Danish  digital life ,1,2,2016-01-28 16:09:36.513,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1393,boligareal,living space,1,2,2016-01-28 16:09:47.453,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1394,indryk annonce, place your ad,1,2,2016-01-28 16:10:20.580,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1395,skriv hvad du tilbyder   mangler   søger, WRITE WHAT YOU OFFER   MISSING   APPLY ,1,2,2016-01-28 16:10:58.767,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1396,brandvej,fire lanes,1,2,2016-01-28 16:13:10.943,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1397,selv tak,even thanks you re welcome,1,2,2016-01-28 16:13:24.187,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1398,se begge billeder i fuld størrelse,See both images in full size,1,2,2016-01-28 16:14:44.750,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1399,pæn og velholdt drenge cylke i str  26 tommer,neat and well maintained boys Cylke in size  26 inches,1,2,2016-01-28 16:16:17.900,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1400,du vil få en udfordrende og varieret hverdag  hvor du i dit team indgår i alle projektets faser  vi udvikler og arbejder med markedets mest komplette egenudviklede platform og dermed også med de nyeste teknologier,You will have a challenging and varied life  where you in your team is included in all project phases  We develop and work with the most complete proprietary platform and thus also with the latest technologies,1,2,2016-01-28 16:16:30.467,NULL,NULL,NULL,36,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1402,leje period, Rent period,1,2,2016-01-28 16:17:17.477,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1403,bemærk,Note,1,2,2016-01-28 16:17:24.653,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1404,alle boligtyper har interesse, All types of housing interest,1,2,2016-01-28 16:20:01.187,NULL,NULL,1,3,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1405,jeg fremlejer mit værelse på egmont kollegiet i juli måned    da det er kollegie  er der fælleskøkken  som du deler med 20 andre,  I sublet my room the dormitory in the month of July    Since it s college  there is a communal kitchen  which you share with 20 others  ,1,2,2016-01-28 16:20:34.133,NULL,NULL,NULL,27,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1406,ansvarsforsikring, Liability,1,2,2016-01-28 16:21:38.210,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1407,bundløs gæld, bottomless debt,1,2,2016-01-28 16:31:11.587,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1408,indstillinger,Settings,1,2,2016-01-28 16:31:19.683,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1409,du kan ikke rette i navn, you can not edit the name,1,2,2016-01-28 17:57:30.230,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1410,bemærk  funktionen kan kun bruges  når du er logget på,Note  The function can only be used when you re logged in,1,2,2016-01-28 17:57:49.670,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1412,kan du lide at tale dansk, do you like to speak Danish,1,2,2016-01-28 20:31:33.740,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1413,kvindelig,female feminine female,1,2,2016-01-28 20:33:20.343,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1414,vis kun fremleje, show only sublets,1,2,2016-01-28 20:33:30.990,NULL,NULL,1,2,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1416,nej blev der sagt,no it was said,1,2,2016-01-28 20:33:59.793,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1417,jeg har lov forklare, I have the right to explain,1,2,2016-01-28 20:35:10.357,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1418,ser frem,look forward,1,2,2016-01-28 20:35:30.857,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1422,telefonisk bestilling, Telephone booking,1,2,2016-01-28 20:40:09.760,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1423,klik her for vores kontaktoplysninger,Click here for our contact information,1,2,2016-01-28 20:44:10.787,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1424,kære mehran  du har modtaget en eller flere henvendelser vedrørende boligen på blåmunkevej 8  2400 københavn nv,Dear mehran You have received one or several inquiries regarding the property at Blåmunkevej 8  2400 Copenhagen NV,1,2,2016-01-28 20:44:56.070,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1425,anvendelse, application,1,2,2016-01-28 20:50:51.783,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1426,tryg anvendelse,safe use,1,2,2016-01-28 20:50:56.153,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1427,vi ønsker dig en tryg anvendelse af boligportal dk’s services, We wish you a safe use of BoligPortal dk s services,1,2,2016-01-28 20:54:27.587,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1430,abonnement afmeldt, Subscription canceled,1,2,2016-01-28 20:55:27.707,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1431,snarest, Immediately,1,2,2016-01-28 20:56:00.670,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1432,luk, close,1,2,2016-01-28 20:56:16.830,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1433,pendler søges, Pendants sought,1,2,2016-01-28 21:00:25.660,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1434,din besked er nået frem til modtageren,Your message has reached the recipient,1,2,2016-01-28 21:07:53.513,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1435,udløber, Expires,1,2,2016-01-28 21:10:20.037,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1436,værelse til leje ved søerne,room for rent at the lakes,1,2,2016-01-28 21:10:52.313,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1437,dødsensfarlige,deadly,1,2,2016-01-28 21:15:49.327,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1438,midlertidig værelse til leje, temporary room for rent,1,2,2016-01-28 21:18:19.893,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1439,en varm og søde pige, a warm and sweet girl,1,2,2016-01-28 21:19:04.243,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1441,luk mig ud,let me out,1,2,2016-01-28 21:22:02.070,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1442,åndssvagt,stupid,1,2,2016-01-28 21:22:40.430,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1443,oplysninger, Information,1,2,2016-01-28 21:22:52.953,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1444,få flere oplysninger,Learn more,1,2,2016-01-28 21:23:14.970,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1445,lad mig nu bare være,now let me just be,1,2,2016-01-28 21:24:18.777,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1446,du holder dig væk fra mig, you stay away from me,1,2,2016-01-28 21:26:33.180,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1447,vi skal se på høns sammen,we need to look at chickens together,1,2,2016-01-28 21:29:21.460,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1448,han har allergi overfor hunde,He is allergic to dogs,1,2,2016-01-28 21:34:23.383,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1449,han sparkede den nogle gange,He kicked it sometimes,1,2,2016-01-28 21:34:37.827,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1450,rose,rose,1,2,2016-01-28 21:34:44.290,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1451,og skal man rose dem,and one must praise them,1,2,2016-01-28 21:34:49.893,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1452,udlejer,Landlord,1,2,2016-03-03 13:27:14.190,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
1453,etage,floor,1,2,2016-01-29 17:36:47.660,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7d8d23dd-2983-4ae0-8507-87a17e12bb9a
